Denominação,Outro nome,NIF,Doc ID,Capital Social,Número de Acções/Quotas,Valor Nominal,Natureza,Objecto,CAE,CAE Secundário 1,CAE Secundário 2,CAE Secundário 3,Facto,Data do facto (publicação),Valor do Facto,Modalidade e forma de subscrição:,,Categorias,Ordinárias,Categoria A,Categoria B,Categoria C,Classe A1,Classe B1,Preferenciais,Classe D,Classe E,Classe F,Classe G,Classe H,Classe I,Classe J,Classe K,Classe L,Acções preferenciais sem voto,Classe Promotor,Emissão de Valores Mobiliarios (Montante),Valores Mobiliários Valor nominal/Preço de Exercício,Activo Subjacente,N.º de Valores a emitir
"IMMUNETHEP, S.A.",,510824439,3,57112.47,5711247,0.01,,,,,,,Aumento,15/10/2016,5919.35,"subscrição: Entradas em dinheiro, por entrada de novo acionista",,Y,4323900,1387347,,,,,,,,,,,,,,,,,,,,
"KINEMATIX SENSE, S.A.",,507896068,1,173000,173000,1,"nominativas, podendo ser tituladas ou escriturais","Fabricação de componentes e dispositivos electrónicos, inclusive para fins médicos. Investigação e desenvolvimento. Exportação, importação, compra e venda de componentes e dispositivos electrónicos, inclusive para fins médicos. Representação de marcas e de produtos. Consultadoria.",27900 - Fabricação de outro equipamento eléctrico,,,,Constituição,26/02/2007,51900,,,N,173000,,,,,,,,,,,,,,,,,,,,,
"KINEMATIX SENSE, S.A.",,507896068,2,230000,230000,1,ordinárias,,,,,,Aumento,15/05/2008,57000,"Realizado em dinheiro e subscrito pela nova accionista ""CIENCIVEST, VALORIZAÇÃO ECONÓMICA DA CIÊNCIA, S.A.""­ NIPC­ 507366875, a que correspondem 57 000 acções no valor de um euro cada uma .",em dinheiro,N,230000,,,,,,,,,,,,,,,,,,,,,
"KINEMATIX SENSE, S.A.",,507896068,3,379800,379800,1,nominativas.,,,,,,Aumento,30/07/2008,149800,"Realizado em dinheiro e subscrito pelos accionistas da seguinte forma: quanto a 1.008,00 pela Inesc Porto; 4.256,00 por Paulo António Flores Ferreira dos Santos; 2.128,00 por Ana Catarina Aroso Monteiro; 1.344,00 por Miguel Velhote Correia; 1.344,00 por Sérgio Reis Cunha e 139.720,00 pela FCR InovCapital.",em dinheiro,N,379800,,,,,,,,,,,,,,,,,,,,,
"KINEMATIX SENSE, S.A.",,507896068,4,748584,748584,1,"nominativas, tituladas ou escriturais.",,,,,,Aumento,02/04/2009,368784,"Montante realizado: 112450 Modalidade e forma de subscrição: novas entradas em numerário, mediante emissão de 368784 novas acções ordinárias, nominativas, subscritas por actuais e novo accionista",em dinheiro,N,748584,,,,,,,,,,,,,,,,,,,,,
"KINEMATIX SENSE, S.A.",,507896068,6,1459952,1459952,1,"ordinárias, nominativas, tituladas ou escriturais.",,,,,,Aumento,23/12/2011,711368,"conversão da totalidade dos créditos dos accionistas detidos sobre a sociedade (suprimentos realizados em dinheiro e respectivos juros, na quantia de 628.155,97) e, novas entradas em dinheiro de 83.211,94, mediante emissão de 711.368 novas acções ordinárias do valor nominal de 1,00, cada uma, por subscrição privada de accionistas.","em dinheiro, conversão suprimentos",N,1459952,,,,,,,,,,,,,,,,,,,,,
"KINEMATIX SENSE, S.A.",,507896068,7,375087,375087,1,"ordinárias, nominativas, tituladas ou escriturais.",,,,,,Redução,09/10/2013,-1084865,Finalidade: libertação de excesso de capital,,N,375087,,,,,,,,,,,,,,,,,,,,,
"KINEMATIX SENSE, S.A.",,507896068,7,745941,745941,1,"ordinárias, nominativas, tituladas ou escriturais.",,,,,,Aumento,09/10/2013,370854,prestações acessórias e em dinheiro,prestações acessórias e em dinheiro,Y,493585,252356,,,,,,,,,,,,,,,,,,,,
"KINEMATIX SENSE, S.A.",,507896068,8,836507,83650700,0.01,"ordinárias, nominativas, tituladas ou escriturais.",,,,,,Aumento,06/12/2013,90566,"realizado por novas entradas em numerário, mediante a emissão de 9.056.600 acções de categoria B, tituladas e nominativas, no valor nominal unitário de 0,01 cada, subscritas pela admissão de uma nova accionista",em dinheiro,Y,493585,252356,9056600,,,,,,,,,,,,,,,,,,,
"KINEMATIX SENSE, S.A.",,507896068,9,1032733,103273300,0.01,"ordinárias, nominativas, tituladas ou escriturais.",,,,,,Aumento,30/06/2014,196226,em dinheiro,em dinheiro,Y,49358500,25235600,28679200,,,,,,,,,,,,,,,,,,,
"KINEMATIX SENSE, S.A.",,507896068,10,836507,83650700,0.01,"ordinárias, nominativas, tituladas ou escriturais.",,,,,,Aumento,28/08/2014,90566,"realizado por novas entradas em numerário, mediante a emissão de 9.056.600 acções de categoria B, tituladas e nominativas, no valor nominal unitário de 0,01 cada, subscritas pela admissão de uma nova accionista",em dinheiro,Y,49358500,25235600,9056600,,,,,,,,,,,,,,,,,,,
"KINEMATIX SENSE, S.A.",,507896068,12,836507,103273300,0.01,,,,,,,Alteração,27/11/2014,0,,,Y,49358499,25235600,28679201,,,,,,,,,,,,,,,,,,,
"KINEMATIX SENSE, S.A.",,507896068,13,836507,103273300,0.01,,,,,,,Alteração,15/01/2016,0,,,Y,49358498,25235600,28679202,,,,,,,,,,,,,,,,,,,
"LASERLEAP TECHNOLOGIES,S.A.",,509992544,1,25005,3,8335; 8335; 8335;,quotas,Desenvolvimento e investigação de dispositivos de alta tecnologia para fins terapêuticos e saúde pública,72190 - Outra investigação e desenvolvimento das ciências físicas e naturais,,,,Constituição,08/09/2011,25005,,,N - Quotas,25005,,,,,,,,,,,,,,,,,,,,,
"LASERLEAP TECHNOLOGIES,S.A.",,509992544,3,50000,5000000,,,,,,,,Aumento,27/08/2013,24995,"realizado quanto a 8 132,25 euros em espécie, subscrito pelos sócios em partes iguais, e quanto a 16 862,75 euros em dinheiro subscrito pelos dois novos sócios, Fundo de Capital de Risco (ISTART I) e Busy Angels, SGPS, S.A. com as quantias respectivamente de 11 764,71 euros e 5 098,04 euros",em especie em dinheiro,N,5000000,,,,,,,,,,,,,,,,,,,,,
"LASERLEAP TECHNOLOGIES,S.A.",,509992544,5,58333.33,5833333,0.01,As acções são NOMINATIVAS e podem ser tituladas ou escriturais e reciprocamente convertiveis,,,,,,Aumento,24/09/2015,8333.33,"realizado em numerário, mediante a emissão de 833.333 novas acções de categoria A, cada uma com o valor nominal de 0,01 euro, subscrito pela nova acionista ""Hovione Capital, SCR S.A.""",,Y,3313725,2519608,,,,,,,,,,,,,,,,,,,,
"LIQUID DATA INTELLIGENCE, S.A.",,510993834,1,168750,16875000,0.01,nominativas,"A investigação, concepção, desenvolvimento, implementação, comercialização e operação de sistemas, plataformas e soluções tecnológicas, a gestão e exploração de bases de dados, de informação de clientes, de redes sociais e de noticias, bem como outras atividades conexas com as anteriores e a consultoria para o desenvolvimento de negócios.",62090 - Outras actividades relacionadas com as tecnologias da informação e informática,62010 - Actividades de programação informática,63120 - Portais web,"63110 - Actividades de processamento de dados, domiciliação de informação e actividades relacionadas",Constituição,25/02/2014,168750,,,N,,,,,,,,,,,,,,,,,,,,,,
"LIQUID DATA INTELLIGENCE, S.A.",,510993834,3,189000,18900000,0.01,nominativas,,,,,,Aumento,05/03/2015,20250,"em dinheiro por accionistas, mediante a emissão de 2.025.000 novas acções da categoria A com o valor nominal de 0,01 cada uma",,Y,13500000,5400000,,,,,,,,,,,,,,,,,,,,
"LIQUID DATA INTELLIGENCE, S.A.",,510993834,4,202500,20250000,0.01,nominativas,,,,,,Aumento,25/06/2016,13500,,,Y,13500000,6750000,,,,,,,,,,,,,,,,,,,,
"LYMPHACT - LYMPHOCYTE ACTIVATION TECHNOLOGIES, S.A.",,510695833,1,50000,5000000,0.01,nominativas,"Investigação e desenvolvimento experimental em biotecnologia e medicina; Fabrico, importação, exportação, circulação, distribuição e comercialização de produtos nas áreas da biotecnologia e medicina; Prestação de serviços de análise, processamento, expansão, preservação, armazenamento e distribuição de células de origem humana; Prestação de serviços de consultoria e assessoria, a quaisquer entidades, conexos ou acessórios às actividades anteriormente referidas.",72110 - Investigação e desenvolvimento em biotecnologia,,,,Constituição,12/06/2013,50000,numerário,,N,5000000,,,,,,,,,,,,,,,,,,,,,
"LYMPHACT - LYMPHOCYTE ACTIVATION TECHNOLOGIES, S.A.",,510695833,3,57696.21,5769621,0.01,nominativas,,,,,,Aumento,28/01/2014,7696.21,em dinheiro por 2 acionistas,em dinheiro,Y,4367200,1402421,,,,,,,,,,,,,,,,,,,,
"LYMPHACT - LYMPHOCYTE ACTIVATION TECHNOLOGIES, S.A.",,510695833,4,67188.21,6718821,0.01,nominativas,,,,,,Aumento,15/12/2014,9492,em numerário,em dinheiro,Y,4367200,2351621,,,,,,,,,,,,,,,,,,,,
"MAGNOMICS, S.A.",,510646778,1,1000,5,220; 220; 220; 220; 120,quotas,Desenvolvimento e comercialização de dispositivos analíticos para as ciências da vida.,72190 - Outra investigação e desenvolvimento das ciências físicas e naturais,,,,Constituição,11/06/2013,1000,,,N - Quotas,1000,,,,,,,,,,,,,,,,,,,,,
"MAGNOMICS, S.A.",,510646778,3,3340000,334000000,0.01,nominativas,,,,,,Aumento,09/06/2014,333000,"Montante realizado: 311290,00 euros 28.000,00 euros em numerário e subscrito pelos sócios na proporção das suas quotas; 132.000,00 euros em numerário e subscrito quanto a 33.400,00 euros pela nova sócia ""PNV CAPITAL, SGPS, S.A."", NIPC 509634109, com sede na Avenida do Colégio, Edifício Contíguo aos Paços do Concelho, Sala 1, Proença­a­Nova; quanto a 16.600,00 euros pelo novo sócio ""Fundo de Capital de Risco Beta Ciências da Vida"", NIPC 720012317, representado por ""BETA Sociedade de Capital de Risco, S.A."", NIPC 506700100, com sede na Rua da Reboleira, no 49, 1o frente, Porto; quanto a 60.000,00 euros pelo novo sócio ""Fundo de Capital de Risco Portugal Ventures"", NIPC 720000424, gerido por Portugal Capital Ventures­Sociedade de Capital de Risco, S.A."", NIPC 502206128, com sede na Avenida Dr. Antunes Guimarães, no 103, Porto, quanto a 12.000,00 euros pela nova sócia ""INESC ID­Instituto de Engenharia de Sistemas e Computadores, Investigação e Desenvolvimento em Lisboa""; NIPC 504547593, com sede na Rua Alves Redol, no 9, Lisboa e quanto a 10.000,00 euros pela nova sócia "" INESC Microsistemas e Nanotecnologias ­ Instituto de engenharia de Sistemas e Computadores para os Microsistemas e as Nanotecnologias, NIPC 505432978, com sede na Rua Alves Redol, no 9, Lisboa; 173.000,00 euros em espécie e subscrito quanto a 52.640,98 euros e quanto a 120.359,02 euros, pelas duas novas sócias identificadas em último, respectivamente.",em dinheiro,N,334000000,,,,,,,,,,,,,,,,,,,,,
"FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.",Medical Port,510603556,1,100,1,100,quotas,"Promoção, venda, consultoria, formação e acompanhamento de serviços de turismo de saúde.","63110 - Actividades de processamento de dados, domiciliação de informação e actividades relacionadas",,,,Constituição,26/04/2013,100,,,N,100,,,,,,,,,,,,,,,,,,,,,
"FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.",,510603556,2,100000,100000,1,nominativas,,,,,,Aumento,26/04/2013,70000,,,N,,,,,,,,,,,,,,,,,,,,,,
"FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.",,510603556,3,50000,50,1000,nominativas,,,,,,REDUÇÃO,11/06/2014,50000,,,N,50,,,,,,,,,,,,,,,,,,,,,
"FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.",,510603556,3,79965.05,7996505,,nominativas,,79900 - Outros serviços de reservas e actividades relacionadas,,,,Aumento,11/06/2014,29965.05,numerário,em dinheiro,N,7996505,,,,,,,,,,,,,,,,,,,,,
"FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.",,510603556,5,88526.49,8852649,0.01,nominativas,,,,,,Aumento,15/04/2015,8561.44,"Em dinheiro, mediante a emissão de 856.144 novas acções no valor nominal de 0,01 euros.",,Y,4142108,4710541,,,,,,,,,,,,,,,,,,,,
"FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.",,510603556,6,100546.76,10054676,0.01,,,,,,,Aumento,27/07/2015,12020.27,em numerário mediante a emissão de 1.202.027 novas acções susbcritas por um dos accionistas,,Y,4142108,4710541,1202027,,,,,,,,,,,,,,,,,,,
"MOODOPTIC, S.A.",,507798325,1,7500,2,3750; 3750,quotas,Comércio a retalho de artigos de óptica ocular. Prestação de serviços de optometria. Consultoria na área da qualidade e formação profissional.,"47782 - Comércio a retalho de material óptico, fotográfico, cinematográfico e de instrumentos de precisão, em estabelecimentos especializados",73120 - Actividades de representação nos meios de comunicação,73110 - Agências de publicidade,,Constituição,30/06/2006,7500,,,N - Quotas,7500,,,,,,,,,,,,,,,,,,,,,
"MOODOPTIC, S.A.",,507798325,4,156800,5,45900; 45900; 15000; 10000; 40000,quotas,,,,,,Aumento,09/08/2011,149300,"Realizado em numerário subscrito com 42.150,00 euros por cada um dos sócios e ainda pela admissão de três novos sócios: Ricardo José Magalhães Vidal ­ 15.000,00 euros; Bruno Carlos Cerveira Esteves ­ 10.000,00 euros e Nuno Miguel Maia Ribeiro ­ 40.000,00 euros.",em dinheiro,N - Quotas,156800,,,,,,,,,,,,,,,,,,,,,
"MOODOPTIC, S.A.",,507798325,5,180000,5,45900; 45900; 18200; 10000; 60000,quotas,,,,,,Aumento,28/02/2012,23200,"em dinheiro pelos sócios RICARDO JOSE MAGALHÃES VIDAL com 3.200,00 Euros e NUNO MIGUEL MAIA RIBEIRO com 20.000,00 Euros",em dinheiro,N - Quotas,180000,,,,,,,,,,,,,,,,,,,,,
"MOODOPTIC, S.A.",,507798325,10,254801.51,25480151,0.01,nominativas,,,,,,Aumento,10/11/2014,74801.51,"por conversão de suprimentos quanto a 41.999,00 Euros dos sócios NUNO MIGUEL FEIO CABRAL com 10.710,00 Euros, MARIA JOÃO FREIRE DE OLIVEIRA DIAS RAMALHO com 10.710,00 Euros e NUNO MIGUEL MAIA RIBEIRO com 20.579,00 Euros ­ e em dinheiro quanto a 32.802,51 Euros pelos novos sócios MARIA JOANA DANTAS VAZ PAIS RIBEIRO, Nif 217415750 com 1,00 Euro e FUNDO DE CAPITAL DE RISCO PORTUGAL VENTURES INTERNACIONALIZAÇÃO, NIPC 720012449 gerido pela Portugal Capital Ventures ­ Sociedade de Capital de Risco, S.A., NIPC 502206128 com sede na Av. Dr. Antunes Guimarães, 103, Porto com 32.801,51 Euros","em dinheiro, conversão suprimentos",Y,22200000,3280151,,,,,,,,,,,,,,,,,,,,
"MOODOPTIC, S.A.",,507798325,11,287603.02,28760302,0.01,nominativas,,,,,,Aumento,14/07/2015,32801.51,"mediante a emissão de 3.280.151 novas ações de categoria A de valor nominal e unitário de 0,01 , subscritas em dinheiro pelo acionista ""FCR Portugal Ventures Internacionalização"", NIPC 720012449 gerida por ""Portugal Capital Ventures ­ Sociedade de Capital de Risco, S.A."", NIPC 502206128",em dinheiro,Y,22200000,6560302,,,,,,,,,,,,,,,,,,,,
"MOODOPTIC, S.A.",,507798325,12,319092.47,31909247,0.01,nominativas,,,,,,Aumento,22/10/2015,31489.45,"mediante a emissão de 3.148.945 novas ações de categoria A de valor nominal e unitário de 0,01 , subscritas em dinheiro pelo acionista ""FCR Portugal Ventures Internacionalização"" NIPC 720012449 gerida por ""Portugal Capital Ventures ­ Sociedade de Capital de Risco, S.A."", NIPC 502206128",,Y,22200000,9709247,,,,,,,,,,,,,,,,,,,,
"PASSWORKS, S.A.",,513002111,1,178404.85,17840485,0.01,nominativas.,"investigação, concepção, desenvolvimento, implementação, comercialização e operação de sistemas, plataformas e soluções tecnológicas, a produção, promoção, edição e distribuição de conteúdos digitais, a gestão exploração de bases de dados, de publicidade, de informação de clientes, de redes sociais, de representação e distribuição de marcas, conteúdo, bens e relacionadas, bem como outras actividades conexas com as anteriores e a consultoria para o desenvolvimento de negócios.",,62010 - Actividades de programação informática ,72110 - Investigação e desenvolvimento em biotecnologia ,63120 - Portais web,Constituição,07/03/2014,178404.85,,,Y,13500000,4340485,,,,,,,,,,,,,,,,,,,,
"PASSWORKS, S.A.",,513002111,2,207341.42,20734142,0.01,,,,,,,Aumento,19/03/2015,28936.57,"em dinheiro por accionistas mediante a emissão 2.893.657 novas acções da categoria A com o vcalor nominal de 0,01 cada uma",em dinheiro,Y,13500000,7234142,,,,,,,,,,,,,,,,,,,,
"PETSYS ELECTRONICS - MEDICAL PET DETECTORS,",,510861679,1,182186.23,18218623,0.01,,"Elaboração, concepção, gestão e implementação de projectos de electrónica na área da medicina nuclear e imagiologia médica. Investigação, desenvolvimento, design, inovação, prototipagem e montagem de equipamentos, instrumentos e software e integração de sistemas nas áreas referidas. Comercialização, representação, importação, exportação e distribuição de equipamentos, instrumentos, software e propriedade intelectual nas áreas mencionadas. Consultoria, formação e prestação de serviços a empresas nacionais e estrangeiras em electrónica na área da medicina nuclear e imagiologia médica. Publicação em revistas da especialidade e organização de eventos científicos. Organização e certificação de testes clínicos da electrónica de equipamentos PET e outros equipamentos de imagiologia médica.",72190 - Outra investigação e desenvolvimento das ciências físicas e naturais,,,,Constituição,29/11/2013,182186.23,,,N,18218623,,,,,,,,,,,,,,,,,,,,,
"PETSYS ELECTRONICS - MEDICAL PET DETECTORS,",,510861679,2,318959.64,31895964,0.01,,,,,,,Aumento,03/12/2013,136779.41,"por incorporação de um prémio de emissão, mediante a criação de 13.677.341 novas ações",,N,31895964,,,,,,,,,,,,,,,,,,,,,
"PETSYS ELECTRONICS - MEDICAL PET DETECTORS,",,510861679,3,381540.33,38154033,0.01,,,,,,,Aumento,12/12/2013,62580.69,Realizado em dinheiro subscrito por novos accionistas.,,N,38154033,,,,,,,,,,,,,,,,,,,,,
"PETSYS ELECTRONICS - MEDICAL PET DETECTORS,",,510861679,5,454074.49,45407449,0.01,,,,,,,Aumento,11/11/2014,72534.16,"dinheiro, mediante a emissão de 7.253.416 novas ações de 0,01 Euro, cada uma.",,N,45407449,,,,,,,,,,,,,,,,,,,,,
"PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",,508799988,1,380000,4,216600; 108300; 36100; 19000,quotas,"Consultadoria, investigação e desenvolvimento de sistemas de informação; comércio por grosso e retalho de máquinas e outro material para escritório; representação de firmas e marcas nacionais e estrangeiras de equipamentos e serviços de informática; aluguer de máquinas, equipamentos informáticos e software; formação profissional na área da informática; importação e exportação de bens e serviços de informática e de telecomunicações.",62020 - Actividades de consultoria em informática,,,,Constituição,15/01/2009,380000,,,N - Quotas,380000,,,,,,,,,,,,,,,,,,,,,
"PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",,508799988,7,449666.67,44966667,0.01,nominativas,,,,,,Aumento,25/07/2014,69666.67,"Realizado em dinheiro, subscrito por três novos sócios, ""Fundo de Capital de Risco Portugal Ventures"" gerida por Portugal Capital Ventures­ Sociedade de Capital de Risco, S.A. com a quantia de 63 333,34 Euros; ""Eggnest, SGPS, S.A."" com a quantia de 6 332,33 Euros e Maria Alexandra Carneiro Rolo Mendes Pinheiro Janela com a quantia de 1,00 Euro.",,Y,38000000,6966667,,,,,,,,,,,,,,,,,,,,
"PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",,508799988,8,454776.05,45477605,0.01,"nominativas, tituladas ou escriturais",,,,,,Aumento,05/07/2016,5109.38,incorporação de reservas,,Y,38000000,7477601,1,1,,,,,,,,,,,,,,,,,,
"PROCESSWARE - SOLUÇÕES INFORMÁTICAS, S.A.",,508799988,9,454776.05,45477605,0.01,,,,,,,Alteração,07/07/2016,0,,,Y,38000002,7477603,,,,,,,,,,,,,,,,,,,,
"SHIFTFORWARD, S.A.",,509890180,1,2,2,1; 1,quotas,"Prestação de serviços de consultoria na área de tecnologias de informação e comunicação, desenvolvimento e comercialização de software, comercialização de software enquanto serviço sobre plataformas electrónicas.",62020 - Actividades de consultoria em informática,62090 - Outras actividades relacionadas com as tecnologias da informação e informática,62030 - Gestão e exploração de equipamento informático,,Constituição,25/05/2011,2,,,N - Quotas,2,,,,,,,,,,,,,,,,,,,,,
