Denominação,NIF,Acto/Facto,Data,Doc 
"FRIDAY: CIÊNCIA E ENGENHARIA DO LAZER, S.A.",510445276,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2014-05-27,3
"FRIDAY: CIÊNCIA E ENGENHARIA DO LAZER, S.A.",510445276,Aumento do capital(online),2015-05-28,4
"FRIDAY: CIÊNCIA E ENGENHARIA DO LAZER, S.A.",510445276,Aumento do capital(online),2015-12-07,5
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",510803598,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2013-09-10,1
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",510803598,Actualizado,2013-11-21,2
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",510803598,Aumento do capital(online),2013-11-25,3
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",510803598,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2014-01-30,4
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",510803598,Rectificado,2014-07-10,5
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",510803598,Aumento do capital,2014-09-11,6
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",510803598,Aumento do capital,2014-09-19,7
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",510803598,Aumento do capital,2014-10-17,8
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",510803598,Aumento do capital,2014-11-13,9
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",510803598,Completa-se,2015-02-06,10
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",510803598,Mudança da sede e Alterações ao contrato de sociedade,2015-03-03,11
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",510803598,Rectificado,2015-03-09,12
"GLOBAL INPAKT, S.A.",510742971,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2013-08-14,1
"GLOBAL INPAKT, S.A.",510742971,Actualizado,2013-11-20,2
"GLOBAL INPAKT, S.A.",510742971,Aumento do capital,2014-07-03,3
"GLOBAL INPAKT, S.A.",510742971,Dissolução e encerramento da liquidação,2014-07-03,4
"GRAPHENEST, S.A.",513542850,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2015-07-29,1
"GRAPHENEST, S.A.",513542850,Rectificado,2015-08-28,2
"GRAPHENEST, S.A.",513542850,Aumento do capital(online),2016-07-08,3
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2009-08-25,1
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2009-08-25,2
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Alterações ao contrato de sociedade(online) e Aumento do capital(online),2010-01-18,3
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Aumento do capital(online),2010-08-18,4
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Aumento do capital(online),2010-08-18,5
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Aumento do capital(online),2011-01-10,6
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Conversão - total(online),2011-10-04,7
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Aumento do capital(online),2012-07-24,8
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Alterações ao contrato de sociedade(online),2012-10-29,9
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Aumento do capital,2012-12-26,10
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Aumento do capital,2012-12-26,11
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2013-01-04,12
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Aumento do capital(online),2014-01-08,13
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Aumento do capital(online),2015-04-21,14
"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",509061907,Conversão - total (online),2016-02-03,15
"MICE - MOLDS AND INJECTED COMPONENTS ENGINEERING, S.A.",510662790,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2013-04-18,1
"MICE - MOLDS AND INJECTED COMPONENTS ENGINEERING, S.A.",510662790,Aumento do capital(online),2013-10-10,2
"MICE - MOLDS AND INJECTED COMPONENTS ENGINEERING, S.A.",510662790,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-10-30,3
MORNING HEROES S.A.,513603980,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2015-07-15,1
MORNING HEROES S.A.,513603980,Aumento do capital e Transformação em sociedade anónima,2015-10-02,2
MORNING HEROES S.A.,513603980,Convertidoe retificado,2015-10-30,3
"OMNIFLOW, S.A",509895948,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2011-06-14,1
"OMNIFLOW, S.A",509895948,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2011-06-14,2
"OMNIFLOW, S.A",509895948,Rectificado,2013-03-22,3
"OMNIFLOW, S.A",509895948,Atualizado,2014-02-05,4
"OMNIFLOW, S.A",509895948,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais",2015-01-28,5
"OMNIFLOW, S.A",509895948,Aumento do capital,2015-03-06,6
"OMNIFLOW, S.A",509895948,Aumento do capital e Alterações ao contrato de sociedade,2015-05-04,7
"OMNIFLOW, S.A",509895948,Rectificado,2015-06-25,8
"OMNIFLOW, S.A",509895948,Aumento do capital e Alterações ao contrato de sociedade,2015-12-14,9
"PEEK HEALTH, S.A.",513369686,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2015-01-09,1
"PEEK HEALTH, S.A.",513369686,Aumento do capital(online),2015-04-10,2
"PEEK HEALTH, S.A.",513369686,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-11-26,3
"POSSIBLE ANSWER , S.A",513140603,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2014-06-18,1
"POSSIBLE ANSWER , S.A",513140603,Alterações ao contrato de sociedade e Aumento do capital(online),2015-04-09,2
"POSSIBLE ANSWER , S.A",513140603,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-06-12,3
"QAMINE PORTUGAL, S.A",510815120,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2013-10-30,1
"STOCK BEATS, S.A.",513037470,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2014-04-28,1
"STOCK BEATS, S.A.",513037470,"Alteração Total ao contrato de sociedade, aumento de capital e designação de membro(s) de orgão(s) social(ais) e secretário (online)",2014-05-09,2
"STOCK BEATS, S.A.",513037470,Aumento do capital(online),2014-11-17,3
"STOCK BEATS, S.A.",513037470,Alterações ao contrato de sociedade(online),2015-09-10,4
"SWORD HEALTH, S.A",510675565,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2013-05-07,1
"SWORD HEALTH, S.A",510675565,Atualizado,2014-01-15,2
"SWORD HEALTH, S.A",510675565,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2014-04-29,3
"SWORD HEALTH, S.A",510675565,Alterações ao contrato de sociedade(online),2014-11-24,4
"SWORD HEALTH, S.A",510675565,Aumento do capital,2015-09-22,5
"SWORD HEALTH, S.A",510675565,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-11-09,6
"SWORD HEALTH, S.A",510675565,"Aumento do capital, Alteração Integral ao contrato de sociedade e Designação de outro membro(s) de orgão(s) social(ais)",2016-02-02,7
"SWORD HEALTH, S.A",510675565,Alterações ao contrato de sociedade(online),2016-03-11,8
"WFSW, S.A.",510343350,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais) (online)",2012-08-14,1
"WFSW, S.A.",510343350,Aumento do capital(online) e Alterações ao contrato de sociedade(online),2012-12-05,2
"WFSW, S.A.",510343350,Aumento do capital(online) e Alterações ao contrato de sociedade(online),2013-07-12,3
"WFSW, S.A.",510343350,Actualizado,2013-10-30,4
"FABER VENTURES, S.A.",510346812,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2012-08-07,1
"FABER VENTURES, S.A.",510346812,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),2013-02-12,2
"FABER VENTURES, S.A.",510346812,Aumento do capital,2013-07-03,3
"FABER VENTURES, S.A.",510346812,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2013-08-26,4
"FABER VENTURES, S.A.",510346812,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2013-12-27,5
"FABER VENTURES, S.A.",510346812,Aumento do capital,2014-03-27,6
"FABER VENTURES, S.A.",510346812,Aumento do capital,2015-01-28,7
"FABER VENTURES, S.A.",510346812,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),2015-03-02,8
"FABER VENTURES, S.A.",510346812,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),2015-12-18,9
"FABER VENTURES, S.A.",510346812,Mudança da sede e Aumento do capital,2016-03-22,10
"FABER VENTURES, S.A.",510346812,Aumento do capital,2016-03-22,11
"FABER VENTURES, S.A.",510346812,Aumento do capital,2016-06-07,12
"FABER VENTURES, S.A.",510346812,Aumento do capital e Alterações ao contrato de sociedade,2016-06-07,13
"SMARTWATT - ENERGY SERVICES, S.A.",508367360,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2008-01-30,1
"SMARTWATT - ENERGY SERVICES, S.A.",508367360,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),2009-01-06,2
"SMARTWATT - ENERGY SERVICES, S.A.",508367360,Alterações ao contrato de sociedade,2010-04-08,3
"SMARTWATT - ENERGY SERVICES, S.A.",508367360,Projecto de fusão,2011-02-25,4
"SMARTWATT - ENERGY SERVICES, S.A.",508367360,Convocatória,2011-02-25,5
"SMARTWATT - ENERGY SERVICES, S.A.",508367360,Cisão/Fusão e Aumento do capital,2011-04-05,6
"SMARTWATT - ENERGY SERVICES, S.A.",508367360,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2012-01-20,7
"SMARTWATT - ENERGY SERVICES, S.A.",508367360,Rectificado,2012-01-23,8
"SMARTWATT - ENERGY SERVICES, S.A.",508367360,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),2012-04-10,9
"SMARTWATT - ENERGY SERVICES, S.A.",508367360,Alterações ao contrato de sociedade e designação de membro(s) de orgão(s) social(ais) e secretário (online),2012-04-26,10
"SMARTWATT - ENERGY SERVICES, S.A.",508367360,Alteração total ao contrato de sociedade,2012-10-11,11
"SMARTWATT - ENERGY SERVICES, S.A.",508367360,AOF. 20140213tualizado,2014-02-13,12
"LIQUID DATA INTELLIGENCE, S.A",510993834,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2014-02-25,1
"LIQUID DATA INTELLIGENCE, S.A",510993834,Actualizado,2014-10-30,2
"LIQUID DATA INTELLIGENCE, S.A",510993834,Aumento do capital,2015-03-05,3
"LIQUID DATA INTELLIGENCE, S.A",510993834,Aumento de capital (online),2016-07-25,4
"LIQUID DATA INTELLIGENCE, S.A",510993834,Alterações ao contrato de sociedade(online),2016-07-25,5
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,Transformação em sociedade anónima(online) e Designação de membro(s) de orgão(s) social(ais) (online),2007-09-18,1
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,Aumento do capital e Alterações ao contrato de sociedade,2008-11-06,2
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),2008-11-06,3
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2011-05-31,4
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,Aumento do capital e alteração ao contrato de sociedade,2012-06-12,5
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),2013-01-14,6
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,Aumento do capital,2014-01-02,7
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,Alterações ao contrato de sociedade e designação de membro(s) de orgão(s) social(ais) (online),2014-05-19,8
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,Projecto de cisão,2014-09-29,9
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,Projecto de cisão,2014-11-07,10
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,Projecto de cisão,2014-11-07,11
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,Cisão e Redução do capital,2014-11-12,12
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,Aumento do capital,2015-10-27,13
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",502448911,Rectificado,2015-11-05,14
LIVE CONTENT S.A,509034080,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2009-08-18,1
LIVE CONTENT S.A,509034080,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2009-08-18,2
LIVE CONTENT S.A,509034080,Aumento do capital e Alterações ao contrato de sociedade,2010-02-03,3
LIVE CONTENT S.A,509034080,Aumento do capital e Alterações ao contrato de sociedade,2010-02-03,4
LIVE CONTENT S.A,509034080,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2011-03-28,5
LIVE CONTENT S.A,509034080,Alteração integral ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),2011-09-20,6
LIVE CONTENT S.A,509034080,Convocatória,2013-04-06,7
LIVE CONTENT S.A,509034080,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),2014-07-28,8
"GO BIZ, VIAGENS E TURISMO, S.A.",506300072,Alterações ao contrato de sociedade,2008-09-08,1
"GO BIZ, VIAGENS E TURISMO, S.A.",506300072,Alteração integral do contrato de sociedade,2009-07-27,2
"GO BIZ, VIAGENS E TURISMO, S.A.",506300072,Alterações ao contrato de sociedade(online),2012-01-16,3
"GO BIZ, VIAGENS E TURISMO, S.A.",506300072,COMPLETADO,2012-01-16,4
"GO BIZ, VIAGENS E TURISMO, S.A.",506300072,Mudança da sede e Alterações ao contrato de sociedade,2012-03-02,5
"GO BIZ, VIAGENS E TURISMO, S.A.",506300072,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2012-09-19,6
"GO BIZ, VIAGENS E TURISMO, S.A.",506300072,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),2012-10-03,7
"GO BIZ, VIAGENS E TURISMO, S.A.",506300072,Actualizado,2013-12-03,8
"GO BIZ, VIAGENS E TURISMO, S.A.",506300072,Alterações ao contrato de sociedade e aumento de capital (online),2015-12-11,9
"USC INTERNACIONAL, S.A.",509928471,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2011-08-11,1
"USC INTERNACIONAL, S.A.",509928471,Alterações ao contrato de sociedade,2011-12-22,2
"USC INTERNACIONAL, S.A.",509928471,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),2012-01-09,3
"CUBO ENVIRONMENTAL TECHNOLOGIES, S.A.",513093893,Constituição de sociedade,2014-06-11,1
"CUBO ENVIRONMENTAL TECHNOLOGIES, S.A.",513093893,Rectificado: Completa-se,2015-06-16,2
"CUBO ENVIRONMENTAL TECHNOLOGIES, S.A.",513093893,Alterações ao contrato de sociedade(online),2015-06-17,3
"CUBO ENVIRONMENTAL TECHNOLOGIES, S.A.",513093893,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-08-07,4
"CUBO ENVIRONMENTAL TECHNOLOGIES, S.A.",513093893,Aumento do capital(online),2015-12-23,5
"CUBO ENVIRONMENTAL TECHNOLOGIES, S.A.",513093893,Alterações ao contrato de sociedade(online),2016-03-31,6
"CUBO ENVIRONMENTAL TECHNOLOGIES, S.A.",513093893,Aumento do capital(online),2016-07-18,7
"CUBO ENVIRONMENTAL TECHNOLOGIES, S.A.",513093893,Alterações ao contrato de sociedade(online),2016-08-19,8
E.A.D. - EMPRESA DE ARQUIVO DE DOCUMENTAÇÃO S.A.,507616944,Contrato de sociedade,2006-06-22,1
E.A.D. - EMPRESA DE ARQUIVO DE DOCUMENTAÇÃO S.A.,507616944,Completado,2006-12-05,2
E.A.D. - EMPRESA DE ARQUIVO DE DOCUMENTAÇÃO S.A.,507616944,Rectificado,2006-12-06,3
E.A.D. - EMPRESA DE ARQUIVO DE DOCUMENTAÇÃO S.A.,507616944,Actualizado,2007-11-27,4
E.A.D. - EMPRESA DE ARQUIVO DE DOCUMENTAÇÃO S.A.,507616944,Alterações ao contrato de sociedade(online),2014-09-25,5
E.A.D. - EMPRESA DE ARQUIVO DE DOCUMENTAÇÃO S.A.,507616944,"Aumento do capital(online), Alterações ao contrato de sociedade(online) e Designação de membro(s) de orgão(s) social(ais) (online)",2014-11-17,6
E.A.D. - EMPRESA DE ARQUIVO DE DOCUMENTAÇÃO S.A.,507616944,Alterações ao contrato de sociedade(online),2016-09-16,7
"BLOOMERS, S.A.",510803601,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2013-11-29,1
"BLOOMERS, S.A.",510803601,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-12-01,2
"BLOOMERS, S.A.",510803601,Aumento do capital e Alterações ao contrato de sociedade,2016-06-03,3
"BW - BRIDGES WORLDWIDE HOLDING, SGPS, S.A.",509985394,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2011-09-09,1
"BW - BRIDGES WORLDWIDE HOLDING, SGPS, S.A.",509985394,Aumento do capital,2011-09-19,2
"BW - BRIDGES WORLDWIDE HOLDING, SGPS, S.A.",509985394,Actualizado,2014-02-11,3
"CHANGING EXPERIENCE, S.A.",510098371,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2011-12-16,1
"CHANGING EXPERIENCE, S.A.",510098371,Aumento do capital(online),2012-02-03,2
"CHANGING EXPERIENCE, S.A.",510098371,Aumento do capital(online),2012-11-28,3
"CHANGING EXPERIENCE, S.A.",510098371,Alterações ao contrato de sociedade e aumento de capital (online) e Mudança da sede,2013-03-26,4
"CHANGING EXPERIENCE, S.A.",510098371,Alterações ao contrato de sociedade(online),2013-04-03,5
"CHANGING EXPERIENCE, S.A.",510098371,Atualizado,2014-01-17,6
"CHANGING EXPERIENCE, S.A.",510098371,Aumento do capital(online),2014-01-29,7
"CHANGING EXPERIENCE, S.A.",510098371,Rectificado,2015-03-09,8
"CHANGING EXPERIENCE, S.A.",510098371,Aumento do capital,2015-06-03,9
"CHANGING EXPERIENCE, S.A.",510098371,Aumento do capital,2015-11-12,10
"CHANGING EXPERIENCE, S.A.",510098371,Mudança da sede e Alterações ao contrato de sociedade,2015-11-12,11
"CHANGING EXPERIENCE, S.A.",510098371,Aumento do capital,2015-11-30,12
"CHANGING EXPERIENCE, S.A.",510098371,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-12-16,13
"CORTEX INTELLIGENCE EUROPA, LDA",510295185,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2012-07-02,1
"CORTEX INTELLIGENCE EUROPA, LDA",510295185,Alterações ao contrato de sociedade(online),2013-03-19,2
"CORTEX INTELLIGENCE EUROPA, LDA",510295185,Actualizado,2014-01-22,3
"CORTEX INTELLIGENCE EUROPA, LDA",510295185,Alterações ao contrato de sociedade e designação de membro(s) de orgão(s) social(ais) e secretário (online),2016-06-02,4
"WINDPLUS, S.A.",509149421,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2009-10-23,1
"WINDPLUS, S.A.",509149421,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2009-10-23,2
"WINDPLUS, S.A.",509149421,Rectificado em 20091106,2009-11-06,3
"WINDPLUS, S.A.",509149421,Aumento do capital e Alterações ao contrato de sociedade,2011-02-18,4
"WINDPLUS, S.A.",509149421,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2012-07-09,5
"WINDPLUS, S.A.",509149421,Aumento do capital e Alterações ao contrato de sociedade,2015-10-02,6
"WINDPLUS, S.A.",509149421,"Redução do capital, Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2015-11-19,7
